str_code,spu_code,sub_cate_name,category_type,cluster_id,eligibility_status,eligibility_reason,recommendation,store_temperature
33732,SPU_短袖_00982,短袖,summer,10,ELIGIBLE,Product appropriate for current season,NONE,22.884736591765257
33733,SPU_内衣_00983,内衣,all_season,5,ELIGIBLE,Product appropriate for current season,NONE,27.995829351420667
33736,SPU_配饰_00984,配饰,all_season,3,ELIGIBLE,Product appropriate for current season,ADD,29.344310662750726
33739,SPU_直筒裤_00985,直筒裤,core,13,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,33.53170766436762
33740,SPU_束脚裤_00986,束脚裤,core,3,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,28.32814609389838
33741,SPU_锥形裤_00987,锥形裤,core,20,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,27.960606361104283
33742,SPU_羽绒服_00988,羽绒服,winter,8,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.92469093952012
33743,SPU_棉服_00989,棉服,winter,17,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.326126992403985
33747,SPU_毛呢大_00990,毛呢大衣,winter,5,INELIGIBLE,Winter product not appropriate for summer period,NONE,27.34325065650527
33749,SPU_夹克_00991,夹克,transition,5,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.07091812774371
33760,SPU_针织衫_00992,针织衫,transition,26,INELIGIBLE,Transition product not appropriate for summer period,NONE,26.162907483541446
33765,SPU_T恤_00993,T恤,summer,5,ELIGIBLE,Product appropriate for current season,NONE,32.16402789008916
33770,SPU_短裤_00994,短裤,summer,1,ELIGIBLE,Product appropriate for current season,ADD,33.46298489783126
33771,SPU_短袖_00995,短袖,summer,0,ELIGIBLE,Product appropriate for current season,NONE,23.013670095282837
34001,SPU_内衣_00996,内衣,all_season,7,ELIGIBLE,Product appropriate for current season,NONE,22.248638798707095
34003,SPU_配饰_00997,配饰,all_season,5,ELIGIBLE,Product appropriate for current season,NONE,20.66882139101216
34015,SPU_直筒裤_00998,直筒裤,core,8,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,31.453149369608546
34023,SPU_束脚裤_00999,束脚裤,core,8,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,28.68870722138615
34025,SPU_锥形裤_01000,锥形裤,core,17,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,18.447727242103326
34033,SPU_羽绒服_01001,羽绒服,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.72898451871655
34049,SPU_棉服_01002,棉服,winter,12,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.018695310245036
34058,SPU_毛呢大_01003,毛呢大衣,winter,16,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.894731228103872
34062,SPU_夹克_01004,夹克,transition,21,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.626954770019353
34063,SPU_针织衫_01005,针织衫,transition,29,INELIGIBLE,Transition product not appropriate for summer period,NONE,23.56067299119145
34067,SPU_T恤_01006,T恤,summer,1,ELIGIBLE,Product appropriate for current season,NONE,33.105170518411235
34077,SPU_短裤_01007,短裤,summer,16,ELIGIBLE,Product appropriate for current season,NONE,22.412904402276467
34082,SPU_短袖_01008,短袖,summer,29,ELIGIBLE,Product appropriate for current season,ADD,34.042445623264946
34083,SPU_内衣_01009,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,27.394740656871335
34086,SPU_配饰_01010,配饰,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,24.999497898057875
34088,SPU_直筒裤_01011,直筒裤,core,20,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,21.680910968399193
34089,SPU_束脚裤_01012,束脚裤,core,1,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,24.213455833099864
34092,SPU_锥形裤_01013,锥形裤,core,0,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,22.131178423537776
34094,SPU_羽绒服_01014,羽绒服,winter,16,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.57764612704134
34095,SPU_棉服_01015,棉服,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.75865065202787
34098,SPU_毛呢大_01016,毛呢大衣,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.525426448755006
34099,SPU_夹克_01017,夹克,transition,1,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.059116712346476
34100,SPU_针织衫_01018,针织衫,transition,0,INELIGIBLE,Transition product not appropriate for summer period,NONE,29.437663822120143
34101,SPU_T恤_01019,T恤,summer,27,ELIGIBLE,Product appropriate for current season,NONE,30.53598081620898
34103,SPU_短裤_01020,短裤,summer,10,ELIGIBLE,Product appropriate for current season,NONE,21.70469058045079
34105,SPU_短袖_01021,短袖,summer,27,ELIGIBLE,Product appropriate for current season,NONE,24.5010062435816
34106,SPU_内衣_01022,内衣,all_season,3,ELIGIBLE,Product appropriate for current season,NONE,21.16225439833224
34107,SPU_配饰_01023,配饰,all_season,16,ELIGIBLE,Product appropriate for current season,NONE,32.02738849813273
34108,SPU_直筒裤_01024,直筒裤,core,7,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,18.3623619519545
34109,SPU_束脚裤_01025,束脚裤,core,1,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,25.80434533557237
34110,SPU_锥形裤_01026,锥形裤,core,3,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,29.466606079879263
34111,SPU_羽绒服_01027,羽绒服,winter,16,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.723070985730477
34112,SPU_棉服_01028,棉服,winter,20,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.421813763873516
34115,SPU_毛呢大_01029,毛呢大衣,winter,4,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.270076245815336
34117,SPU_夹克_01030,夹克,transition,4,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.101177759402145
34119,SPU_针织衫_01031,针织衫,transition,16,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.97214113845096
34120,SPU_T恤_01032,T恤,summer,1,ELIGIBLE,Product appropriate for current season,ADD,34.06221758598657
34122,SPU_短裤_01033,短裤,summer,1,ELIGIBLE,Product appropriate for current season,NONE,21.08783475431722
34123,SPU_短袖_01034,短袖,summer,10,ELIGIBLE,Product appropriate for current season,NONE,34.21784850880491
34124,SPU_内衣_01035,内衣,all_season,3,ELIGIBLE,Product appropriate for current season,NONE,21.849777366129384
34126,SPU_配饰_01036,配饰,all_season,25,ELIGIBLE,Product appropriate for current season,NONE,25.498267810688393
34128,SPU_直筒裤_01037,直筒裤,core,17,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,22.33443817187598
34130,SPU_束脚裤_01038,束脚裤,core,4,ELIGIBLE,Core subcategory '束脚裤' - always eligible,ADD,22.804770991679902
34134,SPU_锥形裤_01039,锥形裤,core,6,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,31.86289730059491
34138,SPU_羽绒服_01040,羽绒服,winter,21,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.94849193253156
34139,SPU_棉服_01041,棉服,winter,12,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.974205539416644
34140,SPU_毛呢大_01042,毛呢大衣,winter,21,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.180810922056853
34141,SPU_夹克_01043,夹克,transition,8,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.1546290727573
34142,SPU_针织衫_01044,针织衫,transition,7,INELIGIBLE,Transition product not appropriate for summer period,NONE,25.00876605889599
34148,SPU_T恤_01045,T恤,summer,4,ELIGIBLE,Product appropriate for current season,NONE,33.925588279711874
34149,SPU_短裤_01046,短裤,summer,1,ELIGIBLE,Product appropriate for current season,ADD,25.46849641279797
34150,SPU_短袖_01047,短袖,summer,1,ELIGIBLE,Product appropriate for current season,NONE,30.704110493952072
34151,SPU_内衣_01048,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,26.78322650152577
34155,SPU_配饰_01049,配饰,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,33.218760225228344
34157,SPU_直筒裤_01050,直筒裤,core,10,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,23.853096965208664
34158,SPU_束脚裤_01051,束脚裤,core,0,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,22.3468103055456
34159,SPU_锥形裤_01052,锥形裤,core,1,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,20.3887889260731
34160,SPU_羽绒服_01053,羽绒服,winter,12,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.292994431034185
34164,SPU_棉服_01054,棉服,winter,29,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.933392336120523
34165,SPU_毛呢大_01055,毛呢大衣,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.171814470467574
34166,SPU_夹克_01056,夹克,transition,10,INELIGIBLE,Transition product not appropriate for summer period,NONE,21.8993474366102
34167,SPU_针织衫_01057,针织衫,transition,1,INELIGIBLE,Transition product not appropriate for summer period,NONE,28.245170697999292
34170,SPU_T恤_01058,T恤,summer,27,ELIGIBLE,Product appropriate for current season,ADD,30.646056272015304
34173,SPU_短裤_01059,短裤,summer,27,ELIGIBLE,Product appropriate for current season,ADD,34.526286957506116
34174,SPU_短袖_01060,短袖,summer,1,ELIGIBLE,Product appropriate for current season,ADD,26.985883665012462
34177,SPU_内衣_01061,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,22.46405674183892
34179,SPU_配饰_01062,配饰,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,33.68311356873773
34181,SPU_直筒裤_01063,直筒裤,core,10,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,32.796727881766216
34183,SPU_束脚裤_01064,束脚裤,core,17,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,27.570078001671355
34184,SPU_锥形裤_01065,锥形裤,core,7,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,23.27331047166414
34187,SPU_羽绒服_01066,羽绒服,winter,3,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.29530413773997
34191,SPU_棉服_01067,棉服,winter,4,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.73361117841438
34194,SPU_毛呢大_01068,毛呢大衣,winter,10,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.406901877232315
34195,SPU_夹克_01069,夹克,transition,16,INELIGIBLE,Transition product not appropriate for summer period,NONE,24.247941813314117
34197,SPU_针织衫_01070,针织衫,transition,27,INELIGIBLE,Transition product not appropriate for summer period,NONE,24.652775312759232
34198,SPU_T恤_01071,T恤,summer,3,ELIGIBLE,Product appropriate for current season,NONE,31.502733467266598
34199,SPU_短裤_01072,短裤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,27.727883392073206
34200,SPU_短袖_01073,短袖,summer,15,ELIGIBLE,Product appropriate for current season,NONE,27.94300422533686
34201,SPU_内衣_01074,内衣,all_season,17,ELIGIBLE,Product appropriate for current season,ADD,28.087906911909716
34202,SPU_配饰_01075,配饰,all_season,15,ELIGIBLE,Product appropriate for current season,NONE,34.9527392642216
34209,SPU_直筒裤_01076,直筒裤,core,7,ELIGIBLE,Core subcategory '直筒裤' - always eligible,ADD,23.114288483618953
34211,SPU_束脚裤_01077,束脚裤,core,10,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,20.360943747572755
34212,SPU_锥形裤_01078,锥形裤,core,1,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,30.327025611147803
34213,SPU_羽绒服_01079,羽绒服,winter,13,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.246586095822465
34214,SPU_棉服_01080,棉服,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.82493060527663
34217,SPU_毛呢大_01081,毛呢大衣,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.836090403551584
34218,SPU_夹克_01082,夹克,transition,13,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.176997988572325
34223,SPU_针织衫_01083,针织衫,transition,17,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.80471138380155
34225,SPU_T恤_01084,T恤,summer,5,ELIGIBLE,Product appropriate for current season,NONE,32.11438804344463
34234,SPU_短裤_01085,短裤,summer,7,ELIGIBLE,Product appropriate for current season,NONE,31.742729269799863
34236,SPU_短袖_01086,短袖,summer,5,ELIGIBLE,Product appropriate for current season,ADD,30.907442146102078
34239,SPU_内衣_01087,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,22.80360944675177
34241,SPU_配饰_01088,配饰,all_season,29,ELIGIBLE,Product appropriate for current season,NONE,32.62423189636723
34244,SPU_直筒裤_01089,直筒裤,core,13,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,20.007174591417108
34246,SPU_束脚裤_01090,束脚裤,core,0,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,31.09933667763371
34248,SPU_锥形裤_01091,锥形裤,core,13,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,25.055668836933613
34251,SPU_羽绒服_01092,羽绒服,winter,5,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.084955786072094
34252,SPU_棉服_01093,棉服,winter,0,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.55175160478132
34255,SPU_毛呢大_01094,毛呢大衣,winter,16,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.561939434613794
34256,SPU_夹克_01095,夹克,transition,16,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.058647278871614
34257,SPU_针织衫_01096,针织衫,transition,13,INELIGIBLE,Transition product not appropriate for summer period,NONE,22.70683604301731
34258,SPU_T恤_01097,T恤,summer,0,ELIGIBLE,Product appropriate for current season,ADD,21.29929641282041
34260,SPU_短裤_01098,短裤,summer,0,ELIGIBLE,Product appropriate for current season,NONE,31.857704113004715
34261,SPU_短袖_01099,短袖,summer,0,ELIGIBLE,Product appropriate for current season,NONE,24.084730957716243
34264,SPU_内衣_01100,内衣,all_season,17,ELIGIBLE,Product appropriate for current season,NONE,28.945903995386924
34267,SPU_配饰_01101,配饰,all_season,11,ELIGIBLE,Product appropriate for current season,NONE,28.052887197539274
34269,SPU_直筒裤_01102,直筒裤,core,5,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,15.726814966324849
34270,SPU_束脚裤_01103,束脚裤,core,8,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,29.509363369003257
34272,SPU_锥形裤_01104,锥形裤,core,17,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,18.43356390086434
34273,SPU_羽绒服_01105,羽绒服,winter,8,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.383975859681247
34275,SPU_棉服_01106,棉服,winter,13,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.87369868575577
34279,SPU_毛呢大_01107,毛呢大衣,winter,11,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.94747570831301
34280,SPU_夹克_01108,夹克,transition,8,INELIGIBLE,Transition product not appropriate for summer period,NONE,28.589805471222203
34281,SPU_针织衫_01109,针织衫,transition,1,INELIGIBLE,Transition product not appropriate for summer period,NONE,24.17968508013887
34282,SPU_T恤_01110,T恤,summer,11,ELIGIBLE,Product appropriate for current season,NONE,26.627805621365958
34283,SPU_短裤_01111,短裤,summer,22,ELIGIBLE,Product appropriate for current season,ADD,31.166632517563304
34288,SPU_短袖_01112,短袖,summer,10,ELIGIBLE,Product appropriate for current season,NONE,20.948801133480195
34297,SPU_内衣_01113,内衣,all_season,7,ELIGIBLE,Product appropriate for current season,NONE,27.913694336380257
34299,SPU_配饰_01114,配饰,all_season,29,ELIGIBLE,Product appropriate for current season,NONE,20.241869695583222
34301,SPU_直筒裤_01115,直筒裤,core,0,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,19.35561603535137
34303,SPU_束脚裤_01116,束脚裤,core,17,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,22.110595943040153
34305,SPU_锥形裤_01117,锥形裤,core,7,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,21.0553521523485
34306,SPU_羽绒服_01118,羽绒服,winter,16,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.03273622238914
34307,SPU_棉服_01119,棉服,winter,0,INELIGIBLE,Winter product not appropriate for summer period,NONE,29.151071768549325
34308,SPU_毛呢大_01120,毛呢大衣,winter,0,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.755270860258868
34311,SPU_夹克_01121,夹克,transition,17,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.89700919014846
34312,SPU_针织衫_01122,针织衫,transition,27,INELIGIBLE,Transition product not appropriate for summer period,NONE,23.445965957269717
34313,SPU_T恤_01123,T恤,summer,11,ELIGIBLE,Product appropriate for current season,ADD,34.076714606156116
34314,SPU_短裤_01124,短裤,summer,3,ELIGIBLE,Product appropriate for current season,NONE,34.91846385026787
34316,SPU_短袖_01125,短袖,summer,13,ELIGIBLE,Product appropriate for current season,NONE,28.368187753668284
34317,SPU_内衣_01126,内衣,all_season,3,ELIGIBLE,Product appropriate for current season,NONE,28.584727784451147
34318,SPU_配饰_01127,配饰,all_season,0,ELIGIBLE,Product appropriate for current season,NONE,24.277798940150717
34319,SPU_直筒裤_01128,直筒裤,core,11,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,21.56510178554674
34320,SPU_束脚裤_01129,束脚裤,core,17,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,20.745153897541353
34321,SPU_锥形裤_01130,锥形裤,core,8,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,24.638003342199546
34322,SPU_羽绒服_01131,羽绒服,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.05093376799526
34323,SPU_棉服_01132,棉服,winter,21,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.169130138185444
34324,SPU_毛呢大_01133,毛呢大衣,winter,0,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.268171660504134
34326,SPU_夹克_01134,夹克,transition,27,INELIGIBLE,Transition product not appropriate for summer period,NONE,27.996918620027913
34328,SPU_针织衫_01135,针织衫,transition,4,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.520724062212697
34329,SPU_T恤_01136,T恤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,33.98755929646074
34332,SPU_短裤_01137,短裤,summer,9,ELIGIBLE,Product appropriate for current season,NONE,34.486556658264305
34335,SPU_短袖_01138,短袖,summer,16,ELIGIBLE,Product appropriate for current season,ADD,26.075016478813225
34336,SPU_内衣_01139,内衣,all_season,10,ELIGIBLE,Product appropriate for current season,NONE,22.34793820123612
34338,SPU_配饰_01140,配饰,all_season,0,ELIGIBLE,Product appropriate for current season,NONE,22.504252685517038
34341,SPU_直筒裤_01141,直筒裤,core,21,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,23.97702731304006
34342,SPU_束脚裤_01142,束脚裤,core,16,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,30.625812948113843
34343,SPU_锥形裤_01143,锥形裤,core,29,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,27.677789236648838
34345,SPU_羽绒服_01144,羽绒服,winter,13,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.033642822141704
34346,SPU_棉服_01145,棉服,winter,11,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.829145813944812
34347,SPU_毛呢大_01146,毛呢大衣,winter,13,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.911056226911448
34348,SPU_夹克_01147,夹克,transition,24,INELIGIBLE,Transition product not appropriate for summer period,NONE,24.654869724396995
34349,SPU_针织衫_01148,针织衫,transition,7,INELIGIBLE,Transition product not appropriate for summer period,NONE,25.099850793134973
34350,SPU_T恤_01149,T恤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,33.443543737191995
34351,SPU_短裤_01150,短裤,summer,17,ELIGIBLE,Product appropriate for current season,NONE,22.99357423843908
34353,SPU_短袖_01151,短袖,summer,17,ELIGIBLE,Product appropriate for current season,NONE,32.0287092925419
34354,SPU_内衣_01152,内衣,all_season,8,ELIGIBLE,Product appropriate for current season,NONE,23.23038924281913
34355,SPU_配饰_01153,配饰,all_season,0,ELIGIBLE,Product appropriate for current season,NONE,26.179198229183953
34367,SPU_直筒裤_01154,直筒裤,core,8,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,15.791150131252262
34375,SPU_束脚裤_01155,束脚裤,core,13,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,16.87040247195819
34380,SPU_锥形裤_01156,锥形裤,core,0,ELIGIBLE,Core subcategory '锥形裤' - always eligible,ADD,30.326081422378003
34382,SPU_羽绒服_01157,羽绒服,winter,21,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.469644224076674
34395,SPU_棉服_01158,棉服,winter,1,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.20121721853074
34399,SPU_毛呢大_01159,毛呢大衣,winter,22,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.598249006365666
34401,SPU_夹克_01160,夹克,transition,29,INELIGIBLE,Transition product not appropriate for summer period,NONE,23.997195509744277
34404,SPU_针织衫_01161,针织衫,transition,0,INELIGIBLE,Transition product not appropriate for summer period,NONE,23.621816027941517
35011,SPU_T恤_01162,T恤,summer,20,ELIGIBLE,Product appropriate for current season,NONE,26.200136898067882
35013,SPU_短裤_01163,短裤,summer,15,ELIGIBLE,Product appropriate for current season,NONE,20.582194217177033
35016,SPU_短袖_01164,短袖,summer,28,ELIGIBLE,Product appropriate for current season,NONE,24.548122906395122
35019,SPU_内衣_01165,内衣,all_season,2,ELIGIBLE,Product appropriate for current season,NONE,23.6106887849526
35023,SPU_配饰_01166,配饰,all_season,16,ELIGIBLE,Product appropriate for current season,NONE,33.67365330894579
35025,SPU_直筒裤_01167,直筒裤,core,16,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,30.335367126766716
35026,SPU_束脚裤_01168,束脚裤,core,28,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,19.16463617216429
35031,SPU_锥形裤_01169,锥形裤,core,2,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,32.31290072745464
35032,SPU_羽绒服_01170,羽绒服,winter,2,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.16793369574347
35036,SPU_棉服_01171,棉服,winter,14,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.84321978814041
35043,SPU_毛呢大_01172,毛呢大衣,winter,29,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.867679078445914
35046,SPU_夹克_01173,夹克,transition,2,INELIGIBLE,Transition product not appropriate for summer period,NONE,26.636247207672994
35048,SPU_针织衫_01174,针织衫,transition,28,INELIGIBLE,Transition product not appropriate for summer period,NONE,23.830588064210037
35049,SPU_T恤_01175,T恤,summer,4,ELIGIBLE,Product appropriate for current season,NONE,27.908827249260156
35051,SPU_短裤_01176,短裤,summer,15,ELIGIBLE,Product appropriate for current season,NONE,23.70448118700594
35052,SPU_短袖_01177,短袖,summer,2,ELIGIBLE,Product appropriate for current season,NONE,31.677738200924953
35056,SPU_内衣_01178,内衣,all_season,0,ELIGIBLE,Product appropriate for current season,NONE,22.743843889431272
35059,SPU_配饰_01179,配饰,all_season,23,ELIGIBLE,Product appropriate for current season,NONE,22.739376953796516
35060,SPU_直筒裤_01180,直筒裤,core,2,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,30.302131832662617
35066,SPU_束脚裤_01181,束脚裤,core,2,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,27.371702981442308
35069,SPU_锥形裤_01182,锥形裤,core,2,ELIGIBLE,Core subcategory '锥形裤' - always eligible,ADD,17.542052275414807
35076,SPU_羽绒服_01183,羽绒服,winter,19,INELIGIBLE,Winter product not appropriate for summer period,NONE,33.8974899029538
35078,SPU_棉服_01184,棉服,winter,20,INELIGIBLE,Winter product not appropriate for summer period,NONE,25.669910943958477
35083,SPU_毛呢大_01185,毛呢大衣,winter,2,INELIGIBLE,Winter product not appropriate for summer period,NONE,34.18285035379958
35085,SPU_夹克_01186,夹克,transition,2,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.658298433631536
35087,SPU_针织衫_01187,针织衫,transition,2,INELIGIBLE,Transition product not appropriate for summer period,NONE,28.794626935118924
35088,SPU_T恤_01188,T恤,summer,19,ELIGIBLE,Product appropriate for current season,ADD,34.1768367311733
35093,SPU_短裤_01189,短裤,summer,13,ELIGIBLE,Product appropriate for current season,NONE,31.078085592138613
35095,SPU_短袖_01190,短袖,summer,23,ELIGIBLE,Product appropriate for current season,NONE,21.988611162267237
35096,SPU_内衣_01191,内衣,all_season,19,ELIGIBLE,Product appropriate for current season,ADD,23.28588759589825
35097,SPU_配饰_01192,配饰,all_season,19,ELIGIBLE,Product appropriate for current season,NONE,33.35331005831834
35104,SPU_直筒裤_01193,直筒裤,core,2,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,26.619371732631848
35105,SPU_束脚裤_01194,束脚裤,core,2,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,16.039321962623603
35106,SPU_锥形裤_01195,锥形裤,core,2,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,32.736630789379184
35107,SPU_羽绒服_01196,羽绒服,winter,2,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.70437802792337
35108,SPU_棉服_01197,棉服,winter,2,INELIGIBLE,Winter product not appropriate for summer period,NONE,32.71224815290404
35111,SPU_毛呢大_01198,毛呢大衣,winter,19,INELIGIBLE,Winter product not appropriate for summer period,NONE,31.050712534377436
35112,SPU_夹克_01199,夹克,transition,14,INELIGIBLE,Transition product not appropriate for summer period,NONE,25.417603199410152
35114,SPU_针织衫_01200,针织衫,transition,24,INELIGIBLE,Transition product not appropriate for summer period,NONE,21.355168735607542
35115,SPU_T恤_01201,T恤,summer,29,ELIGIBLE,Product appropriate for current season,NONE,26.099547903274555
35116,SPU_短裤_01202,短裤,summer,14,ELIGIBLE,Product appropriate for current season,NONE,27.63670077781283
35119,SPU_短袖_01203,短袖,summer,2,ELIGIBLE,Product appropriate for current season,NONE,33.68381841651733
35121,SPU_内衣_01204,内衣,all_season,19,ELIGIBLE,Product appropriate for current season,NONE,34.58080211935232
35124,SPU_配饰_01205,配饰,all_season,15,ELIGIBLE,Product appropriate for current season,NONE,26.635906111222905
35125,SPU_直筒裤_01206,直筒裤,core,19,ELIGIBLE,Core subcategory '直筒裤' - always eligible,NONE,32.37602191635641
35128,SPU_束脚裤_01207,束脚裤,core,0,ELIGIBLE,Core subcategory '束脚裤' - always eligible,NONE,25.63865955105583
35135,SPU_锥形裤_01208,锥形裤,core,16,ELIGIBLE,Core subcategory '锥形裤' - always eligible,NONE,31.24827315247801
35136,SPU_羽绒服_01209,羽绒服,winter,2,INELIGIBLE,Winter product not appropriate for summer period,NONE,30.52338013455503
36001,SPU_棉服_01210,棉服,winter,23,INELIGIBLE,Winter product not appropriate for summer period,NONE,26.904134960249102
36002,SPU_毛呢大_01211,毛呢大衣,winter,15,INELIGIBLE,Winter product not appropriate for summer period,NONE,28.862363952990897
36003,SPU_夹克_01212,夹克,transition,6,INELIGIBLE,Transition product not appropriate for summer period,NONE,20.23432955367388
36005,SPU_针织衫_01213,针织衫,transition,21,INELIGIBLE,Transition product not appropriate for summer period,NONE,26.060138319360814
36006,SPU_T恤_01214,T恤,summer,23,ELIGIBLE,Product appropriate for current season,NONE,27.561051196226366
36007,SPU_短裤_01215,短裤,summer,16,ELIGIBLE,Product appropriate for current season,NONE,21.169907996141138
