str_code,spu_code,sub_cate_name,cluster_id,quantity,simulated_season,cluster_mean,cluster_std,cluster_count,z_score,is_imbalanced,recommended_change
44385,TSHIRT_0338,T恤,1,22,summer,22.0,,1,0.0,False,0.0
33498,DOWN_0339,羽绒服,8,0,winter,0.0,,1,0.0,False,0.0
15017,WOOL_0340,毛呢大衣,2,0,winter,0.0,,1,0.0,False,0.0
32633,KNIT_0341,针织衫,9,7,transition,7.0,,1,0.0,False,0.0
36151,UNDERWEAR_0342,内衣,10,8,all,8.0,,1,0.0,False,0.0
35135,UNDERWEAR_0343,内衣,15,11,all,11.0,,1,0.0,False,0.0
37142,ACCESSORY_0344,配饰,6,20,all,20.0,,1,0.0,False,0.0
41116,PADDED_0345,棉服,6,1,winter,1.0,,1,0.0,False,0.0
33715,TSHIRT_0346,T恤,8,31,summer,31.0,,1,0.0,False,0.0
43129,PADDED_0347,棉服,4,2,winter,2.0,,1,0.0,False,0.0
44185,KNIT_0348,针织衫,1,10,transition,10.0,,1,0.0,False,0.0
53016,ACCESSORY_0349,配饰,27,23,all,23.0,,1,0.0,False,0.0
37123,SHORT_SLV_0350,短袖,10,25,summer,25.0,,1,0.0,False,0.0
51022,DOWN_0351,羽绒服,16,0,winter,0.0,,1,0.0,False,0.0
52063,DOWN_0352,羽绒服,16,2,winter,2.0,,1,0.0,False,0.0
32256,UNDERWEAR_0353,内衣,9,13,all,13.0,,1,0.0,False,0.0
44201,ACCESSORY_0354,配饰,44,19,all,19.0,,1,0.0,False,0.0
33178,SHORTS_0355,短裤,8,16,summer,16.0,,1,0.0,False,0.0
53063,ACCESSORY_0356,配饰,37,23,all,23.0,,1,0.0,False,0.0
32360,ACCESSORY_0357,配饰,9,17,all,17.0,,1,0.0,False,0.0
43026,PADDED_0358,棉服,6,2,winter,2.0,,1,0.0,False,0.0
42135,SHORTS_0359,短裤,4,22,summer,22.0,,1,0.0,False,0.0
50048,DOWN_0360,羽绒服,16,0,winter,0.0,,1,0.0,False,0.0
33178,SHORT_SLV_0361,短袖,8,23,summer,23.0,,1,0.0,False,0.0
33111,TSHIRT_0362,T恤,5,33,summer,33.0,,1,0.0,False,0.0
41153,KNIT_0363,针织衫,10,9,transition,9.0,,1,0.0,False,0.0
33732,TSHIRT_0364,T恤,22,26,summer,26.0,,1,0.0,False,0.0
36097,JACKET_0365,夹克,4,8,transition,8.0,,1,0.0,False,0.0
33262,DOWN_0366,羽绒服,22,0,winter,0.0,,1,0.0,False,0.0
11080,ACCESSORY_0367,配饰,2,23,all,23.0,,1,0.0,False,0.0
64007,PADDED_0368,棉服,41,1,winter,1.0,,1,0.0,False,0.0
34107,DOWN_0369,羽绒服,29,0,winter,0.0,,1,0.0,False,0.0
32608,SHORTS_0370,短裤,9,9,summer,9.0,,1,0.0,False,0.0
32521,DOWN_0371,羽绒服,9,0,winter,0.0,,1,0.0,False,0.0
11133,SHORTS_0372,短裤,2,16,summer,16.0,,1,0.0,False,0.0
44432,PADDED_0373,棉服,44,1,winter,1.0,,1,0.0,False,0.0
42164,WOOL_0374,毛呢大衣,32,2,winter,2.0,,1,0.0,False,0.0
12080,TSHIRT_0375,T恤,41,24,summer,24.0,,1,0.0,False,0.0
44108,UNDERWEAR_0376,内衣,24,6,all,6.0,,1,0.0,False,0.0
32608,TSHIRT_0377,T恤,9,20,summer,20.0,,1,0.0,False,0.0
50031,WOOL_0378,毛呢大衣,16,1,winter,1.0,,1,0.0,False,0.0
44405,SHORT_SLV_0379,短袖,1,20,summer,20.0,,1,0.0,False,0.0
34209,UNDERWEAR_0380,内衣,29,16,all,16.0,,1,0.0,False,0.0
32657,PADDED_0381,棉服,9,1,winter,1.0,,1,0.0,False,0.0
61122,WOOL_0382,毛呢大衣,14,1,winter,1.0,,1,0.0,False,0.0
32279,WOOL_0383,毛呢大衣,3,1,winter,1.0,,1,0.0,False,0.0
32537,UNDERWEAR_0384,内衣,3,8,all,8.0,,1,0.0,False,0.0
32527,TSHIRT_0385,T恤,9,29,summer,29.0,,1,0.0,False,0.0
34083,TSHIRT_0386,T恤,43,13,summer,13.0,,1,0.0,False,0.0
37174,SHORT_SLV_0387,短袖,10,25,summer,25.0,,1,0.0,False,0.0
32308,DOWN_0388,羽绒服,22,0,winter,0.0,,1,0.0,False,0.0
37062,UNDERWEAR_0389,内衣,10,4,all,4.0,,1,0.0,False,0.0
51114,TSHIRT_0390,T恤,18,26,summer,26.0,,1,0.0,False,0.0
34272,UNDERWEAR_0391,内衣,9,17,all,17.0,,1,0.0,False,0.0
44146,TSHIRT_0392,T恤,44,36,summer,36.0,,1,0.0,False,0.0
33223,SHORT_SLV_0393,短袖,5,27,summer,27.0,,1,0.0,False,0.0
45133,PADDED_0394,棉服,44,0,winter,0.0,,1,0.0,False,0.0
44321,DOWN_0395,羽绒服,1,2,winter,2.0,,1,0.0,False,0.0
53021,ACCESSORY_0396,配饰,27,12,all,12.0,,1,0.0,False,0.0
13031,ACCESSORY_0397,配饰,20,16,all,16.0,,1,0.0,False,0.0
14019,PADDED_0398,棉服,20,0,winter,0.0,,1,0.0,False,0.0
32125,WOOL_0399,毛呢大衣,13,0,winter,0.0,,1,0.0,False,0.0
45074,UNDERWEAR_0400,内衣,44,23,all,23.0,,1,0.0,False,0.0
36148,SHORT_SLV_0401,短袖,4,24,summer,24.0,,1,0.0,False,0.0
44188,JACKET_0402,夹克,15,10,transition,10.0,,1,0.0,False,0.0
51144,JACKET_0403,夹克,37,6,transition,6.0,,1,0.0,False,0.0
31039,JACKET_0404,夹克,39,11,transition,11.0,,1,0.0,False,0.0
33579,WOOL_0405,毛呢大衣,13,0,winter,0.0,,1,0.0,False,0.0
33541,PADDED_0406,棉服,22,2,winter,2.0,,1,0.0,False,0.0
33166,WOOL_0407,毛呢大衣,22,1,winter,1.0,,1,0.0,False,0.0
50065,PADDED_0408,棉服,37,0,winter,0.0,,1,0.0,False,0.0
34202,WOOL_0409,毛呢大衣,21,1,winter,1.0,,1,0.0,False,0.0
44250,WOOL_0410,毛呢大衣,1,0,winter,0.0,,1,0.0,False,0.0
33595,DOWN_0411,羽绒服,8,2,winter,2.0,,1,0.0,False,0.0
15013,ACCESSORY_0412,配饰,14,15,all,15.0,,1,0.0,False,0.0
32521,JACKET_0413,夹克,9,11,transition,11.0,,1,0.0,False,0.0
33687,SHORT_SLV_0414,短袖,22,28,summer,28.0,,1,0.0,False,0.0
36112,KNIT_0415,针织衫,10,18,transition,18.0,,1,0.0,False,0.0
42102,JACKET_0416,夹克,10,4,transition,4.0,,1,0.0,False,0.0
41034,ACCESSORY_0417,配饰,34,14,all,14.0,,1,0.0,False,0.0
36105,WOOL_0418,毛呢大衣,4,0,winter,0.0,,1,0.0,False,0.0
33379,SHORT_SLV_0419,短袖,22,31,summer,31.0,,1,0.0,False,0.0
52087,SHORTS_0420,短裤,16,11,summer,11.0,,1,0.0,False,0.0
11014,SHORTS_0421,短裤,14,28,summer,28.0,,1,0.0,False,0.0
32576,TSHIRT_0422,T恤,9,23,summer,23.0,,1,0.0,False,0.0
32504,SHORTS_0423,短裤,9,26,summer,26.0,,1,0.0,False,0.0
51047,JACKET_0424,夹克,11,5,transition,5.0,,1,0.0,False,0.0
51109,PADDED_0425,棉服,18,0,winter,0.0,,1,0.0,False,0.0
36067,KNIT_0426,针织衫,10,13,transition,13.0,,1,0.0,False,0.0
31289,SHORTS_0427,短裤,13,15,summer,15.0,,1,0.0,False,0.0
32716,ACCESSORY_0428,配饰,21,28,all,28.0,,1,0.0,False,0.0
36133,KNIT_0429,针织衫,4,8,transition,8.0,,1,0.0,False,0.0
44388,DOWN_0430,羽绒服,1,1,winter,1.0,,1,0.0,False,0.0
45142,KNIT_0431,针织衫,1,6,transition,6.0,,1,0.0,False,0.0
61019,DOWN_0432,羽绒服,20,1,winter,1.0,,1,0.0,False,0.0
41025,TSHIRT_0433,T恤,34,28,summer,28.0,,1,0.0,False,0.0
32699,JACKET_0434,夹克,29,7,transition,7.0,,1,0.0,False,0.0
37044,JACKET_0435,夹克,10,7,transition,7.0,,1,0.0,False,0.0
31252,DOWN_0436,羽绒服,5,2,winter,2.0,,1,0.0,False,0.0
34202,KNIT_0437,针织衫,21,6,transition,6.0,,1,0.0,False,0.0
35049,DOWN_0438,羽绒服,15,1,winter,1.0,,1,0.0,False,0.0
36033,PADDED_0439,棉服,10,0,winter,0.0,,1,0.0,False,0.0
35111,SHORTS_0440,短裤,15,25,summer,25.0,,1,0.0,False,0.0
33627,TSHIRT_0441,T恤,8,3,summer,3.0,,1,0.0,False,0.0
53101,JACKET_0442,夹克,27,5,transition,5.0,,1,0.0,False,0.0
32273,SHORT_SLV_0443,短袖,9,26,summer,26.0,,1,0.0,False,0.0
51098,KNIT_0444,针织衫,37,10,transition,10.0,,1,0.0,False,0.0
37208,KNIT_0445,针织衫,6,8,transition,8.0,,1,0.0,False,0.0
42078,TSHIRT_0446,T恤,10,31,summer,31.0,,1,0.0,False,0.0
34328,ACCESSORY_0447,配饰,21,11,all,11.0,,1,0.0,False,0.0
51004,PADDED_0448,棉服,16,0,winter,0.0,,1,0.0,False,0.0
32650,SHORT_SLV_0449,短袖,9,18,summer,18.0,,1,0.0,False,0.0
32221,JACKET_0450,夹克,3,5,transition,5.0,,1,0.0,False,0.0
51026,KNIT_0451,针织衫,37,12,transition,12.0,,1,0.0,False,0.0
37074,KNIT_0452,针织衫,10,4,transition,4.0,,1,0.0,False,0.0
34049,TSHIRT_0453,T恤,21,32,summer,32.0,,1,0.0,False,0.0
32620,UNDERWEAR_0454,内衣,9,13,all,13.0,,1,0.0,False,0.0
32480,JACKET_0455,夹克,9,8,transition,8.0,,1,0.0,False,0.0
32487,JACKET_0456,夹克,9,10,transition,10.0,,1,0.0,False,0.0
33770,SHORTS_0457,短裤,13,23,summer,23.0,,1,0.0,False,0.0
33500,DOWN_0458,羽绒服,22,0,winter,0.0,,1,0.0,False,0.0
33211,KNIT_0459,针织衫,36,6,transition,6.0,,1,0.0,False,0.0
42030,DOWN_0460,羽绒服,10,1,winter,1.0,,1,0.0,False,0.0
52091,ACCESSORY_0461,配饰,37,10,all,10.0,,1,0.0,False,0.0
33698,UNDERWEAR_0462,内衣,29,19,all,19.0,,1,0.0,False,0.0
41234,TSHIRT_0463,T恤,10,22,summer,22.0,,1,0.0,False,0.0
45126,KNIT_0464,针织衫,44,10,transition,10.0,,1,0.0,False,0.0
44308,SHORTS_0465,短裤,15,12,summer,12.0,,1,0.0,False,0.0
37126,PADDED_0466,棉服,6,2,winter,2.0,,1,0.0,False,0.0
32331,SHORTS_0467,短裤,3,30,summer,30.0,,1,0.0,False,0.0
32206,KNIT_0468,针织衫,9,9,transition,9.0,,1,0.0,False,0.0
33230,WOOL_0469,毛呢大衣,8,1,winter,1.0,,1,0.0,False,0.0
33370,TSHIRT_0470,T恤,39,21,summer,21.0,,1,0.0,False,0.0
33701,KNIT_0471,针织衫,22,8,transition,8.0,,1,0.0,False,0.0
44141,WOOL_0472,毛呢大衣,1,0,winter,0.0,,1,0.0,False,0.0
11014,DOWN_0473,羽绒服,14,2,winter,2.0,,1,0.0,False,0.0
52060,UNDERWEAR_0474,内衣,16,10,all,10.0,,1,0.0,False,0.0
34165,SHORTS_0475,短裤,12,20,summer,20.0,,1,0.0,False,0.0
32392,ACCESSORY_0476,配饰,12,17,all,17.0,,1,0.0,False,0.0
44387,TSHIRT_0477,T恤,1,30,summer,30.0,,1,0.0,False,0.0
41076,SHORT_SLV_0478,短袖,10,15,summer,15.0,,1,0.0,False,0.0
53081,SHORTS_0479,短裤,37,20,summer,20.0,,1,0.0,False,0.0
37010,TSHIRT_0480,T恤,6,34,summer,34.0,,1,0.0,False,0.0
44400,ACCESSORY_0481,配饰,24,20,all,20.0,,1,0.0,False,0.0
33726,ACCESSORY_0482,配饰,8,21,all,21.0,,1,0.0,False,0.0
53102,DOWN_0483,羽绒服,27,0,winter,0.0,,1,0.0,False,0.0
33514,KNIT_0484,针织衫,22,13,transition,13.0,,1,0.0,False,0.0
14024,WOOL_0485,毛呢大衣,41,1,winter,1.0,,1,0.0,False,0.0
41213,PADDED_0486,棉服,10,1,winter,1.0,,1,0.0,False,0.0
36054,DOWN_0487,羽绒服,4,2,winter,2.0,,1,0.0,False,0.0
33068,KNIT_0488,针织衫,8,13,transition,13.0,,1,0.0,False,0.0
42131,ACCESSORY_0489,配饰,10,26,all,26.0,,1,0.0,False,0.0
33708,UNDERWEAR_0490,内衣,22,16,all,16.0,,1,0.0,False,0.0
44438,SHORTS_0491,短裤,15,19,summer,19.0,,1,0.0,False,0.0
43038,TSHIRT_0492,T恤,32,37,summer,37.0,,1,0.0,False,0.0
33760,SHORT_SLV_0493,短袖,22,19,summer,19.0,,1,0.0,False,0.0
33178,WOOL_0494,毛呢大衣,8,2,winter,2.0,,1,0.0,False,0.0
34023,JACKET_0495,夹克,21,10,transition,10.0,,1,0.0,False,0.0
33282,KNIT_0496,针织衫,13,6,transition,6.0,,1,0.0,False,0.0
33203,DOWN_0497,羽绒服,8,1,winter,1.0,,1,0.0,False,0.0
33687,KNIT_0498,针织衫,22,10,transition,10.0,,1,0.0,False,0.0
44242,PADDED_0499,棉服,24,0,winter,0.0,,1,0.0,False,0.0
12027,WOOL_0500,毛呢大衣,14,0,winter,0.0,,1,0.0,False,0.0
42027,JACKET_0501,夹克,4,4,transition,4.0,,1,0.0,False,0.0
33068,ACCESSORY_0502,配饰,8,12,all,12.0,,1,0.0,False,0.0
31039,ACCESSORY_0503,配饰,39,21,all,21.0,,1,0.0,False,0.0
32719,SHORTS_0504,短裤,21,15,summer,15.0,,1,0.0,False,0.0
45087,SHORT_SLV_0505,短袖,44,30,summer,30.0,,1,0.0,False,0.0
44101,SHORTS_0506,短裤,1,13,summer,13.0,,1,0.0,False,0.0
42112,JACKET_0507,夹克,34,7,transition,7.0,,1,0.0,False,0.0
36107,DOWN_0508,羽绒服,6,0,winter,0.0,,1,0.0,False,0.0
32406,SHORTS_0509,短裤,3,27,summer,27.0,,1,0.0,False,0.0
33389,DOWN_0510,羽绒服,22,1,winter,1.0,,1,0.0,False,0.0
32462,SHORTS_0511,短裤,3,34,summer,34.0,,1,0.0,False,0.0
53012,PADDED_0512,棉服,27,0,winter,0.0,,1,0.0,False,0.0
44487,WOOL_0513,毛呢大衣,1,1,winter,1.0,,1,0.0,False,0.0
44218,SHORTS_0514,短裤,40,22,summer,22.0,,1,0.0,False,0.0
53088,TSHIRT_0515,T恤,27,21,summer,21.0,,1,0.0,False,0.0
37099,KNIT_0516,针织衫,6,10,transition,10.0,,1,0.0,False,0.0
32587,ACCESSORY_0517,配饰,9,4,all,4.0,,1,0.0,False,0.0
32660,WOOL_0518,毛呢大衣,21,0,winter,0.0,,1,0.0,False,0.0
33673,UNDERWEAR_0519,内衣,8,24,all,24.0,,1,0.0,False,0.0
32319,KNIT_0520,针织衫,9,12,transition,12.0,,1,0.0,False,0.0
50048,UNDERWEAR_0521,内衣,16,15,all,15.0,,1,0.0,False,0.0
37036,JACKET_0522,夹克,10,5,transition,5.0,,1,0.0,False,0.0
33438,JACKET_0523,夹克,5,8,transition,8.0,,1,0.0,False,0.0
45150,TSHIRT_0524,T恤,1,22,summer,22.0,,1,0.0,False,0.0
33701,UNDERWEAR_0525,内衣,22,10,all,10.0,,1,0.0,False,0.0
43080,JACKET_0526,夹克,10,5,transition,5.0,,1,0.0,False,0.0
32300,PADDED_0527,棉服,5,1,winter,1.0,,1,0.0,False,0.0
42112,WOOL_0528,毛呢大衣,34,0,winter,0.0,,1,0.0,False,0.0
33154,SHORT_SLV_0529,短袖,22,18,summer,18.0,,1,0.0,False,0.0
41255,UNDERWEAR_0530,内衣,10,9,all,9.0,,1,0.0,False,0.0
15001,UNDERWEAR_0531,内衣,2,13,all,13.0,,1,0.0,False,0.0
35036,WOOL_0532,毛呢大衣,15,0,winter,0.0,,1,0.0,False,0.0
44384,SHORTS_0533,短裤,1,14,summer,14.0,,1,0.0,False,0.0
43032,DOWN_0534,羽绒服,4,2,winter,2.0,,1,0.0,False,0.0
33435,JACKET_0535,夹克,13,6,transition,6.0,,1,0.0,False,0.0
13139,TSHIRT_0536,T恤,41,17,summer,17.0,,1,0.0,False,0.0
43069,WOOL_0537,毛呢大衣,10,0,winter,0.0,,1,0.0,False,0.0
52063,TSHIRT_0538,T恤,16,29,summer,29.0,,1,0.0,False,0.0
32514,SHORTS_0539,短裤,9,24,summer,24.0,,1,0.0,False,0.0
32296,KNIT_0540,针织衫,9,8,transition,8.0,,1,0.0,False,0.0
41181,KNIT_0541,针织衫,10,11,transition,11.0,,1,0.0,False,0.0
51256,KNIT_0542,针织衫,16,11,transition,11.0,,1,0.0,False,0.0
51071,JACKET_0543,夹克,16,10,transition,10.0,,1,0.0,False,0.0
32424,WOOL_0544,毛呢大衣,3,2,winter,2.0,,1,0.0,False,0.0
44375,SHORTS_0545,短裤,1,12,summer,12.0,,1,0.0,False,0.0
32715,ACCESSORY_0546,配饰,21,21,all,21.0,,1,0.0,False,0.0
44321,JACKET_0547,夹克,1,5,transition,5.0,,1,0.0,False,0.0
45128,TSHIRT_0548,T恤,44,28,summer,28.0,,1,0.0,False,0.0
13072,DOWN_0549,羽绒服,14,0,winter,0.0,,1,0.0,False,0.0
32359,DOWN_0550,羽绒服,29,1,winter,1.0,,1,0.0,False,0.0
33370,SHORTS_0551,短裤,39,18,summer,18.0,,1,0.0,False,0.0
33334,TSHIRT_0552,T恤,22,34,summer,34.0,,1,0.0,False,0.0
33510,WOOL_0553,毛呢大衣,8,2,winter,2.0,,1,0.0,False,0.0
41167,DOWN_0554,羽绒服,6,0,winter,0.0,,1,0.0,False,0.0
13015,DOWN_0555,羽绒服,2,2,winter,2.0,,1,0.0,False,0.0
32335,WOOL_0556,毛呢大衣,9,1,winter,1.0,,1,0.0,False,0.0
44087,JACKET_0557,夹克,23,11,transition,11.0,,1,0.0,False,0.0
32319,WOOL_0558,毛呢大衣,9,0,winter,0.0,,1,0.0,False,0.0
36143,KNIT_0559,针织衫,4,11,transition,11.0,,1,0.0,False,0.0
51104,SHORT_SLV_0560,短袖,16,28,summer,28.0,,1,0.0,False,0.0
33633,UNDERWEAR_0561,内衣,0,11,all,11.0,,1,0.0,False,0.0
33699,DOWN_0562,羽绒服,8,0,winter,0.0,,1,0.0,False,0.0
61025,UNDERWEAR_0563,内衣,14,11,all,11.0,,1,0.0,False,0.0
32279,SHORTS_0564,短裤,3,16,summer,16.0,,1,0.0,False,0.0
42065,PADDED_0565,棉服,4,2,winter,2.0,,1,0.0,False,0.0
44201,PADDED_0566,棉服,44,0,winter,0.0,,1,0.0,False,0.0
61068,UNDERWEAR_0567,内衣,14,11,all,11.0,,1,0.0,False,0.0
44123,SHORT_SLV_0568,短袖,40,10,summer,10.0,,1,0.0,False,0.0
51035,KNIT_0569,针织衫,16,4,transition,4.0,,1,0.0,False,0.0
33144,DOWN_0570,羽绒服,8,0,winter,0.0,,1,0.0,False,0.0
33349,UNDERWEAR_0571,内衣,8,19,all,19.0,,1,0.0,False,0.0
53098,KNIT_0572,针织衫,37,6,transition,6.0,,1,0.0,False,0.0
44303,TSHIRT_0573,T恤,1,26,summer,26.0,,1,0.0,False,0.0
33068,UNDERWEAR_0574,内衣,8,14,all,14.0,,1,0.0,False,0.0
32421,JACKET_0575,夹克,3,7,transition,7.0,,1,0.0,False,0.0
31253,PADDED_0576,棉服,5,1,winter,1.0,,1,0.0,False,0.0
32414,TSHIRT_0577,T恤,9,13,summer,13.0,,1,0.0,False,0.0
44216,DOWN_0578,羽绒服,1,0,winter,0.0,,1,0.0,False,0.0
11081,SHORTS_0579,短裤,33,20,summer,20.0,,1,0.0,False,0.0
52114,UNDERWEAR_0580,内衣,37,12,all,12.0,,1,0.0,False,0.0
32250,ACCESSORY_0581,配饰,13,20,all,20.0,,1,0.0,False,0.0
53051,KNIT_0582,针织衫,27,8,transition,8.0,,1,0.0,False,0.0
42057,ACCESSORY_0583,配饰,34,21,all,21.0,,1,0.0,False,0.0
41141,SHORTS_0584,短裤,10,29,summer,29.0,,1,0.0,False,0.0
53004,UNDERWEAR_0585,内衣,27,19,all,19.0,,1,0.0,False,0.0
32119,TSHIRT_0586,T恤,5,31,summer,31.0,,1,0.0,False,0.0
44338,SHORTS_0587,短裤,1,24,summer,24.0,,1,0.0,False,0.0
34236,SHORT_SLV_0588,短袖,9,14,summer,14.0,,1,0.0,False,0.0
41053,JACKET_0589,夹克,34,8,transition,8.0,,1,0.0,False,0.0
34126,ACCESSORY_0590,配饰,21,19,all,19.0,,1,0.0,False,0.0
44440,TSHIRT_0591,T恤,1,31,summer,31.0,,1,0.0,False,0.0
42024,TSHIRT_0592,T恤,4,13,summer,13.0,,1,0.0,False,0.0
34200,JACKET_0593,夹克,9,11,transition,11.0,,1,0.0,False,0.0
32536,WOOL_0594,毛呢大衣,9,1,winter,1.0,,1,0.0,False,0.0
15019,PADDED_0595,棉服,41,0,winter,0.0,,1,0.0,False,0.0
61011,WOOL_0596,毛呢大衣,20,2,winter,2.0,,1,0.0,False,0.0
34251,ACCESSORY_0597,配饰,9,17,all,17.0,,1,0.0,False,0.0
33749,KNIT_0598,针织衫,22,10,transition,10.0,,1,0.0,False,0.0
32373,JACKET_0599,夹克,9,11,transition,11.0,,1,0.0,False,0.0
37191,SHORTS_0600,短裤,6,14,summer,14.0,,1,0.0,False,0.0
33455,JACKET_0601,夹克,39,9,transition,9.0,,1,0.0,False,0.0
34320,UNDERWEAR_0602,内衣,9,15,all,15.0,,1,0.0,False,0.0
31021,JACKET_0603,夹克,13,9,transition,9.0,,1,0.0,False,0.0
33065,TSHIRT_0604,T恤,22,27,summer,27.0,,1,0.0,False,0.0
14009,PADDED_0605,棉服,41,0,winter,0.0,,1,0.0,False,0.0
33712,DOWN_0606,羽绒服,22,0,winter,0.0,,1,0.0,False,0.0
45027,WOOL_0607,毛呢大衣,1,2,winter,2.0,,1,0.0,False,0.0
41186,WOOL_0608,毛呢大衣,10,2,winter,2.0,,1,0.0,False,0.0
45142,JACKET_0609,夹克,1,7,transition,7.0,,1,0.0,False,0.0
51230,KNIT_0610,针织衫,11,6,transition,6.0,,1,0.0,False,0.0
43129,JACKET_0611,夹克,4,1,transition,1.0,,1,0.0,False,0.0
32728,SHORTS_0612,短裤,29,18,summer,18.0,,1,0.0,False,0.0
43113,SHORT_SLV_0613,短袖,10,15,summer,15.0,,1,0.0,False,0.0
33727,JACKET_0614,夹克,8,5,transition,5.0,,1,0.0,False,0.0
31237,SHORT_SLV_0615,短袖,5,15,summer,15.0,,1,0.0,False,0.0
33600,TSHIRT_0616,T恤,22,33,summer,33.0,,1,0.0,False,0.0
32637,UNDERWEAR_0617,内衣,22,13,all,13.0,,1,0.0,False,0.0
44450,JACKET_0618,夹克,1,2,transition,2.0,,1,0.0,False,0.0
41128,PADDED_0619,棉服,10,0,winter,0.0,,1,0.0,False,0.0
35013,SHORT_SLV_0620,短袖,15,26,summer,26.0,,1,0.0,False,0.0
41186,ACCESSORY_0621,配饰,10,18,all,18.0,,1,0.0,False,0.0
33581,UNDERWEAR_0622,内衣,8,16,all,16.0,,1,0.0,False,0.0
44291,KNIT_0623,针织衫,19,9,transition,9.0,,1,0.0,False,0.0
45111,WOOL_0624,毛呢大衣,1,0,winter,0.0,,1,0.0,False,0.0
32359,DOWN_0625,羽绒服,29,0,winter,0.0,,1,0.0,False,0.0
32715,JACKET_0626,夹克,21,6,transition,6.0,,1,0.0,False,0.0
32667,SHORTS_0627,短裤,3,19,summer,19.0,,1,0.0,False,0.0
32659,SHORT_SLV_0628,短袖,21,20,summer,20.0,,1,0.0,False,0.0
21039,DOWN_0629,羽绒服,41,0,winter,0.0,,1,0.0,False,0.0
33703,TSHIRT_0630,T恤,9,23,summer,23.0,,1,0.0,False,0.0
42109,TSHIRT_0631,T恤,32,33,summer,33.0,,1,0.0,False,0.0
34200,PADDED_0632,棉服,9,1,winter,1.0,,1,0.0,False,0.0
32219,SHORT_SLV_0633,短袖,21,20,summer,20.0,,1,0.0,False,0.0
37045,ACCESSORY_0634,配饰,10,6,all,6.0,,1,0.0,False,0.0
32546,ACCESSORY_0635,配饰,22,17,all,17.0,,1,0.0,False,0.0
34225,JACKET_0636,夹克,9,4,transition,4.0,,1,0.0,False,0.0
52027,TSHIRT_0637,T恤,16,25,summer,25.0,,1,0.0,False,0.0
33351,UNDERWEAR_0638,内衣,8,22,all,22.0,,1,0.0,False,0.0
33553,PADDED_0639,棉服,22,0,winter,0.0,,1,0.0,False,0.0
44355,WOOL_0640,毛呢大衣,1,1,winter,1.0,,1,0.0,False,0.0
33331,SHORTS_0641,短裤,8,25,summer,25.0,,1,0.0,False,0.0
44419,UNDERWEAR_0642,内衣,1,11,all,11.0,,1,0.0,False,0.0
32068,SHORT_SLV_0643,短袖,12,20,summer,20.0,,1,0.0,False,0.0
11036,SHORT_SLV_0644,短袖,33,30,summer,30.0,,1,0.0,False,0.0
32473,KNIT_0645,针织衫,21,7,transition,7.0,,1,0.0,False,0.0
33599,SHORT_SLV_0646,短袖,22,3,summer,3.0,,1,0.0,False,0.0
33496,WOOL_0647,毛呢大衣,22,2,winter,2.0,,1,0.0,False,0.0
31210,PADDED_0648,棉服,5,1,winter,1.0,,1,0.0,False,0.0
34077,SHORT_SLV_0649,短袖,21,13,summer,13.0,,1,0.0,False,0.0
32691,KNIT_0650,针织衫,9,16,transition,16.0,,1,0.0,False,0.0
44351,WOOL_0651,毛呢大衣,1,0,winter,0.0,,1,0.0,False,0.0
42135,SHORTS_0652,短裤,4,19,summer,19.0,,1,0.0,False,0.0
45048,KNIT_0653,针织衫,44,11,transition,11.0,,1,0.0,False,0.0
33092,PADDED_0654,棉服,39,0,winter,0.0,,1,0.0,False,0.0
42161,WOOL_0655,毛呢大衣,6,0,winter,0.0,,1,0.0,False,0.0
61118,UNDERWEAR_0656,内衣,20,12,all,12.0,,1,0.0,False,0.0
31136,UNDERWEAR_0657,内衣,5,17,all,17.0,,1,0.0,False,0.0
41035,TSHIRT_0658,T恤,10,38,summer,38.0,,1,0.0,False,0.0
41116,PADDED_0659,棉服,6,1,winter,1.0,,1,0.0,False,0.0
45024,UNDERWEAR_0660,内衣,44,14,all,14.0,,1,0.0,False,0.0
34347,ACCESSORY_0661,配饰,9,5,all,5.0,,1,0.0,False,0.0
53107,SHORT_SLV_0662,短袖,37,23,summer,23.0,,1,0.0,False,0.0
44150,JACKET_0663,夹克,44,6,transition,6.0,,1,0.0,False,0.0
11135,WOOL_0664,毛呢大衣,2,0,winter,0.0,,1,0.0,False,0.0
33581,TSHIRT_0665,T恤,8,22,summer,22.0,,1,0.0,False,0.0
44087,WOOL_0666,毛呢大衣,23,1,winter,1.0,,1,0.0,False,0.0
34181,SHORTS_0667,短裤,21,15,summer,15.0,,1,0.0,False,0.0
61131,JACKET_0668,夹克,41,9,transition,9.0,,1,0.0,False,0.0
33509,WOOL_0669,毛呢大衣,22,1,winter,1.0,,1,0.0,False,0.0
32388,UNDERWEAR_0670,内衣,22,12,all,12.0,,1,0.0,False,0.0
32547,WOOL_0671,毛呢大衣,3,0,winter,0.0,,1,0.0,False,0.0
33674,JACKET_0672,夹克,0,9,transition,9.0,,1,0.0,False,0.0
33490,PADDED_0673,棉服,9,0,winter,0.0,,1,0.0,False,0.0
32769,SHORTS_0674,短裤,9,17,summer,17.0,,1,0.0,False,0.0
14016,JACKET_0675,夹克,41,5,transition,5.0,,1,0.0,False,0.0
32500,SHORT_SLV_0676,短袖,3,20,summer,20.0,,1,0.0,False,0.0
51119,JACKET_0677,夹克,7,5,transition,5.0,,1,0.0,False,0.0
