str_code,spu_code,cluster_id,recommendation_type,spu_avg_qty_per_store,spu_adoption_rate_in_cluster,spu_sales_percentile,stores_selling_in_cluster,total_stores_in_cluster,recommended_quantity_change,opportunity_score,sub_cate_name,category_type,eligibility_status,step10_reduced,baseline_gate_passed,baseline_gate_reason,woman_into_str_cnt_avg,male_into_str_cnt_avg,affinity_level,affinity_score,consistency_penalty,adjusted_confidence,affinity_explanation,consistency_explanation,opportunity_tier,tier_score,tier_justification,seasonal_context,recommendation_framing,is_mandatory,step11_note
44453,SPU_TOP_012,28,ADD_NEW,31.212437843092292,0.8857142857142857,1.0,62,70,31.212437843092292,0.8857142857142857,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,203.18520025141686,218.91488026003717,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (48% female, 52% male)",No consistency check data available,High Confidence Growth,0.77,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
44442,SPU_TOP_012,28,ADD_NEW,31.212437843092292,0.8857142857142857,1.0,62,70,31.212437843092292,0.8857142857142857,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,181.15741107220725,106.79014639611029,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (63% female, 37% male)",No consistency check data available,High Confidence Growth,0.77,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
44400,SPU_TOP_012,28,ADD_NEW,31.212437843092292,0.8857142857142857,1.0,62,70,31.212437843092292,0.8857142857142857,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,478.15017154839137,94.93190213110223,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (83% female, 17% male)",No consistency check data available,High Confidence Growth,0.77,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
45080,SPU_TOP_012,28,ADD_NEW,31.212437843092292,0.8857142857142857,1.0,62,70,31.212437843092292,0.8857142857142857,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,221.44607315077997,329.11012339066565,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (40% female, 60% male)",No consistency check data available,High Confidence Growth,0.77,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
45031,SPU_TOP_012,28,ADD_NEW,31.212437843092292,0.8857142857142857,1.0,62,70,31.212437843092292,0.8857142857142857,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,410.4413151815142,68.64817169705601,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (86% female, 14% male)",No consistency check data available,High Confidence Growth,0.77,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
44111,SPU_TOP_012,28,ADD_NEW,31.212437843092292,0.8857142857142857,1.0,62,70,31.212437843092292,0.8857142857142857,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,171.92421424236443,104.83404679407792,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (62% female, 38% male)",No consistency check data available,High Confidence Growth,0.77,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
42072,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,353.3089635764567,49.179245674299736,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (88% female, 12% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32486,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,T恤,summer,UNKNOWN,False,True,Passed baseline gate,317.7850688151147,49.02755098917263,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (87% female, 13% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: T恤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
43098,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,137.2383805716017,347.76220533221726,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (28% female, 72% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34342,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,113.01084389899296,132.42129388278315,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (46% female, 54% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
50068,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,308.2774397310547,175.37119029047625,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (64% female, 36% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
43042,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,217.00082229355752,370.68364513144223,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (37% female, 63% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34058,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,252.382929102743,317.3829060734171,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (44% female, 56% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
42164,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,461.5468987318515,190.58775990224078,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (71% female, 29% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32241,SPU_TOP_012,16,ADD_NEW,32.18813824814464,0.8846153846153846,1.0,69,78,32.18813824814464,0.8846153846153846,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,289.6652446482136,49.174708624297956,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (85% female, 15% male)",No consistency check data available,High Confidence Growth,0.7692307692307693,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32250,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,206.9907199443479,373.92578337169556,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (36% female, 64% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34312,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,T恤,summer,UNKNOWN,False,True,Passed baseline gate,435.0632422268927,222.93490494612809,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (66% female, 34% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: T恤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32763,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,266.228126266023,68.8241660147247,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (79% female, 21% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32714,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,392.4607959243495,261.7015190036237,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (60% female, 40% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31228,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,427.247917120012,203.416469124139,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (68% female, 32% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32270,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,T恤,summer,UNKNOWN,False,True,Passed baseline gate,226.60029834018593,332.1417926044835,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (41% female, 59% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: T恤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31035,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,194.0223204637753,361.3435945435942,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (35% female, 65% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32104,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,T恤,summer,UNKNOWN,False,True,Passed baseline gate,332.5551752709085,60.2508418210826,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (85% female, 15% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: T恤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33271,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,T恤,summer,UNKNOWN,False,True,Passed baseline gate,147.05381857897274,273.7876239860832,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (35% female, 65% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: T恤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31029,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,T恤,summer,UNKNOWN,False,True,Passed baseline gate,387.8919805061738,309.1808634113325,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (56% female, 44% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: T恤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33365,SPU_TOP_001,27,ADD_NEW,30.69884408943406,0.8842105263157894,1.0,84,95,30.69884408943406,0.8842105263157894,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,427.93758629002417,363.00855565726414,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (54% female, 46% male)",No consistency check data available,High Confidence Growth,0.7689473684210527,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34223,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,335.36396223308157,76.71795437886601,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (81% female, 19% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32536,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,193.43862631943145,261.5798092816934,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (43% female, 57% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33195,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,201.65142939407883,336.6868453765655,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (37% female, 63% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33608,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,347.6167749816865,98.52236011096313,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (78% female, 22% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34179,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,492.849643566424,277.130399557342,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (64% female, 36% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31120,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,367.8090022204233,60.09904883750291,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (86% female, 14% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31163,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,69.42196037775925,359.7229520682863,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (16% female, 84% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
34272,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,181.498203707854,366.9849598082486,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (33% female, 67% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32719,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,358.5043792530371,189.2131811128012,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (65% female, 35% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31237,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,498.4865766832574,235.50973107297216,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (68% female, 32% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32339,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,441.4533629279577,221.97008113664668,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (67% female, 33% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33284,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,409.0161419863855,191.1658264807852,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (68% female, 32% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32327,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,363.49287074460153,371.3247710355994,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (49% female, 51% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31274,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,112.47222769223455,267.1236555771894,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (30% female, 70% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
33625,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,326.75583561749,316.6144988359816,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (51% female, 49% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
31193,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,189.28742732884749,331.104157291571,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (36% female, 64% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
32394,SPU_TOP_006,17,ADD_NEW,30.761832553709663,0.881578947368421,1.0,134,152,30.761832553709663,0.881578947368421,直筒裤,core,UNKNOWN,False,True,Passed baseline gate,409.9622384179352,96.06152496010344,Moderate affinity,0.5,0.0,0.5,"Moderate affinity: Unisex product with balanced customer mix (81% female, 19% male)",No consistency check data available,High Confidence Growth,0.7671052631578947,"High Confidence Growth: strong peer adoption (80%+), moderate affinity (score: 0.77)",Seasonal context (summer): Summer season - warm weather products at peak demand. Category: 直筒裤,Growth Opportunity,False,This is a SUGGESTION ONLY. Step 11 does not alter baseline inventory and does not conflict with Step 10 reductions.
