str_code,spu_code,recommended_quantity_change,is_imbalanced
S01002,SPU_羽绒服_0702,0,False
S01003,SPU_棉服_0703,0,False
S01004,SPU_毛呢大_0704,0,False
S01005,SPU_夹克_0705,0,False
S01006,SPU_针织衫_0706,0,False
S01007,SPU_T恤_0707,0,False
S01008,SPU_短裤_0708,0,False
S01009,SPU_短袖_0709,0,False
S01010,SPU_内衣_0710,4,True
S01011,SPU_配饰_0711,0,False
S01012,SPU_直筒裤_0712,0,False
S01013,SPU_束脚裤_0713,0,False
S01014,SPU_锥形裤_0714,0,False
S01015,SPU_羽绒服_0715,0,False
S01016,SPU_棉服_0716,0,False
S01017,SPU_毛呢大_0717,0,False
S01018,SPU_夹克_0718,0,False
S01019,SPU_针织衫_0719,0,False
S01020,SPU_T恤_0720,2,True
S01021,SPU_短裤_0721,0,False
S01022,SPU_短袖_0722,4,True
S01023,SPU_内衣_0723,0,False
S01024,SPU_配饰_0724,0,False
S01025,SPU_直筒裤_0725,0,False
S01026,SPU_束脚裤_0726,0,False
S01027,SPU_锥形裤_0727,0,False
S01028,SPU_羽绒服_0728,0,False
S01029,SPU_棉服_0729,0,False
S01030,SPU_毛呢大_0730,0,False
S01031,SPU_夹克_0731,0,False
S01032,SPU_针织衫_0732,0,False
S01033,SPU_T恤_0733,0,False
S01034,SPU_短裤_0734,0,False
S01035,SPU_短袖_0735,0,False
S01036,SPU_内衣_0736,0,False
S01037,SPU_配饰_0737,0,False
S01038,SPU_直筒裤_0738,0,False
S01039,SPU_束脚裤_0739,0,False
S01040,SPU_锥形裤_0740,0,False
S01041,SPU_羽绒服_0741,0,False
S01042,SPU_棉服_0742,0,False
S01043,SPU_毛呢大_0743,0,False
S01044,SPU_夹克_0744,0,False
S01045,SPU_针织衫_0745,0,False
S01046,SPU_T恤_0746,0,False
S01047,SPU_短裤_0747,0,False
S01048,SPU_短袖_0748,0,False
S01049,SPU_内衣_0749,0,False
S01050,SPU_配饰_0750,0,False
S01051,SPU_直筒裤_0751,0,False
S01052,SPU_束脚裤_0752,0,False
S01053,SPU_锥形裤_0753,0,False
S01054,SPU_羽绒服_0754,0,False
S01055,SPU_棉服_0755,0,False
S01056,SPU_毛呢大_0756,0,False
S01057,SPU_夹克_0757,0,False
S01058,SPU_针织衫_0758,0,False
S01059,SPU_T恤_0759,0,False
S01060,SPU_短裤_0760,0,False
S01061,SPU_短袖_0761,0,False
S01062,SPU_内衣_0762,0,False
S01063,SPU_配饰_0763,0,False
S01064,SPU_直筒裤_0764,0,False
S01065,SPU_束脚裤_0765,0,False
S01066,SPU_锥形裤_0766,0,False
S01067,SPU_羽绒服_0767,0,False
S01068,SPU_棉服_0768,0,False
S01069,SPU_毛呢大_0769,0,False
S01070,SPU_夹克_0770,0,False
S01071,SPU_针织衫_0771,0,False
S01072,SPU_T恤_0772,0,False
S01073,SPU_短裤_0773,0,False
S01074,SPU_短袖_0774,0,False
S01075,SPU_内衣_0775,0,False
S01076,SPU_配饰_0776,0,False
S01077,SPU_直筒裤_0777,0,False
S01078,SPU_束脚裤_0778,0,False
S01079,SPU_锥形裤_0779,0,False
S01080,SPU_羽绒服_0780,0,False
S01081,SPU_棉服_0781,0,False
S01082,SPU_毛呢大_0782,0,False
S01083,SPU_夹克_0783,0,False
S01084,SPU_针织衫_0784,0,False
S01085,SPU_T恤_0785,0,False
S01086,SPU_短裤_0786,0,False
S01087,SPU_短袖_0787,0,False
S01088,SPU_内衣_0788,4,True
S01089,SPU_配饰_0789,0,False
S01090,SPU_直筒裤_0790,0,False
S01091,SPU_束脚裤_0791,0,False
S01092,SPU_锥形裤_0792,0,False
S01093,SPU_羽绒服_0793,0,False
S01094,SPU_棉服_0794,0,False
S01095,SPU_毛呢大_0795,0,False
S01096,SPU_夹克_0796,0,False
S01097,SPU_针织衫_0797,0,False
S01098,SPU_T恤_0798,0,False
S01099,SPU_短裤_0799,0,False
S01000,SPU_短袖_0800,4,True
S01001,SPU_内衣_0801,0,False
S01002,SPU_配饰_0802,0,False
S01003,SPU_直筒裤_0803,0,False
S01004,SPU_束脚裤_0804,0,False
S01005,SPU_锥形裤_0805,0,False
S01006,SPU_羽绒服_0806,0,False
S01007,SPU_棉服_0807,0,False
S01008,SPU_毛呢大_0808,0,False
S01009,SPU_夹克_0809,0,False
S01010,SPU_针织衫_0810,0,False
S01011,SPU_T恤_0811,0,False
S01012,SPU_短裤_0812,0,False
S01013,SPU_短袖_0813,0,False
S01014,SPU_内衣_0814,0,False
S01015,SPU_配饰_0815,0,False
S01016,SPU_直筒裤_0816,0,False
S01017,SPU_束脚裤_0817,0,False
S01018,SPU_锥形裤_0818,0,False
S01019,SPU_羽绒服_0819,0,False
S01020,SPU_棉服_0820,0,False
S01021,SPU_毛呢大_0821,0,False
S01022,SPU_夹克_0822,0,False
S01023,SPU_针织衫_0823,0,False
S01024,SPU_T恤_0824,0,False
S01025,SPU_短裤_0825,1,True
S01026,SPU_短袖_0826,0,False
S01027,SPU_内衣_0827,0,False
S01028,SPU_配饰_0828,0,False
S01029,SPU_直筒裤_0829,0,False
S01030,SPU_束脚裤_0830,0,False
S01031,SPU_锥形裤_0831,0,False
S01032,SPU_羽绒服_0832,0,False
S01033,SPU_棉服_0833,0,False
S01034,SPU_毛呢大_0834,0,False
S01035,SPU_夹克_0835,0,False
S01036,SPU_针织衫_0836,0,False
S01037,SPU_T恤_0837,0,False
S01038,SPU_短裤_0838,0,False
S01039,SPU_短袖_0839,0,False
S01040,SPU_内衣_0840,0,False
S01041,SPU_配饰_0841,0,False
S01042,SPU_直筒裤_0842,0,False
S01043,SPU_束脚裤_0843,0,False
S01044,SPU_锥形裤_0844,0,False
S01045,SPU_羽绒服_0845,0,False
S01046,SPU_棉服_0846,0,False
S01047,SPU_毛呢大_0847,0,False
S01048,SPU_夹克_0848,0,False
S01049,SPU_针织衫_0849,0,False
S01050,SPU_T恤_0850,0,False
S01051,SPU_短裤_0851,0,False
S01052,SPU_短袖_0852,0,False
S01053,SPU_内衣_0853,0,False
S01054,SPU_配饰_0854,0,False
S01055,SPU_直筒裤_0855,2,True
S01056,SPU_束脚裤_0856,0,False
S01057,SPU_锥形裤_0857,0,False
S01058,SPU_羽绒服_0858,0,False
S01059,SPU_棉服_0859,0,False
S01060,SPU_毛呢大_0860,0,False
S01061,SPU_夹克_0861,0,False
S01062,SPU_针织衫_0862,0,False
S01063,SPU_T恤_0863,0,False
S01064,SPU_短裤_0864,0,False
S01065,SPU_短袖_0865,0,False
S01066,SPU_内衣_0866,0,False
S01067,SPU_配饰_0867,0,False
S01068,SPU_直筒裤_0868,0,False
S01069,SPU_束脚裤_0869,0,False
S01070,SPU_锥形裤_0870,0,False
S01071,SPU_羽绒服_0871,0,False
S01072,SPU_棉服_0872,0,False
S01073,SPU_毛呢大_0873,0,False
S01074,SPU_夹克_0874,0,False
S01075,SPU_针织衫_0875,0,False
S01076,SPU_T恤_0876,0,False
S01077,SPU_短裤_0877,0,False
S01078,SPU_短袖_0878,3,True
S01079,SPU_内衣_0879,0,False
S01080,SPU_配饰_0880,0,False
S01081,SPU_直筒裤_0881,4,True
S01082,SPU_束脚裤_0882,0,False
S01083,SPU_锥形裤_0883,0,False
S01084,SPU_羽绒服_0884,0,False
S01085,SPU_棉服_0885,0,False
S01086,SPU_毛呢大_0886,0,False
S01087,SPU_夹克_0887,0,False
S01088,SPU_针织衫_0888,0,False
S01089,SPU_T恤_0889,0,False
S01090,SPU_短裤_0890,0,False
S01091,SPU_短袖_0891,0,False
S01092,SPU_内衣_0892,0,False
S01093,SPU_配饰_0893,0,False
S01094,SPU_直筒裤_0894,0,False
S01095,SPU_束脚裤_0895,0,False
S01096,SPU_锥形裤_0896,0,False
S01097,SPU_羽绒服_0897,0,False
S01098,SPU_棉服_0898,0,False
S01099,SPU_毛呢大_0899,0,False
S01000,SPU_夹克_0900,0,False
S01001,SPU_针织衫_0901,0,False
S01002,SPU_T恤_0902,0,False
S01003,SPU_短裤_0903,0,False
S01004,SPU_短袖_0904,0,False
S01005,SPU_内衣_0905,0,False
S01006,SPU_配饰_0906,0,False
S01007,SPU_直筒裤_0907,0,False
S01008,SPU_束脚裤_0908,0,False
S01009,SPU_锥形裤_0909,0,False
S01010,SPU_羽绒服_0910,0,False
S01011,SPU_棉服_0911,0,False
S01012,SPU_毛呢大_0912,0,False
S01013,SPU_夹克_0913,0,False
S01014,SPU_针织衫_0914,0,False
S01015,SPU_T恤_0915,0,False
S01016,SPU_短裤_0916,0,False
S01017,SPU_短袖_0917,0,False
S01018,SPU_内衣_0918,0,False
S01019,SPU_配饰_0919,0,False
S01020,SPU_直筒裤_0920,0,False
S01021,SPU_束脚裤_0921,0,False
S01022,SPU_锥形裤_0922,0,False
S01023,SPU_羽绒服_0923,0,False
S01024,SPU_棉服_0924,0,False
S01025,SPU_毛呢大_0925,0,False
S01026,SPU_夹克_0926,0,False
S01027,SPU_针织衫_0927,0,False
S01028,SPU_T恤_0928,0,False
S01029,SPU_短裤_0929,0,False
S01030,SPU_短袖_0930,0,False
S01031,SPU_内衣_0931,0,False
S01032,SPU_配饰_0932,0,False
S01033,SPU_直筒裤_0933,0,False
S01034,SPU_束脚裤_0934,0,False
S01035,SPU_锥形裤_0935,0,False
S01036,SPU_羽绒服_0936,0,False
S01037,SPU_棉服_0937,0,False
S01038,SPU_毛呢大_0938,0,False
S01039,SPU_夹克_0939,0,False
S01040,SPU_针织衫_0940,0,False
S01041,SPU_T恤_0941,1,True
S01042,SPU_短裤_0942,0,False
S01043,SPU_短袖_0943,0,False
S01044,SPU_内衣_0944,0,False
S01045,SPU_配饰_0945,0,False
S01046,SPU_直筒裤_0946,4,True
S01047,SPU_束脚裤_0947,0,False
S01048,SPU_锥形裤_0948,0,False
S01049,SPU_羽绒服_0949,0,False
S01050,SPU_棉服_0950,0,False
S01051,SPU_毛呢大_0951,0,False
S01052,SPU_夹克_0952,0,False
S01053,SPU_针织衫_0953,0,False
S01054,SPU_T恤_0954,0,False
S01055,SPU_短裤_0955,0,False
S01056,SPU_短袖_0956,0,False
S01057,SPU_内衣_0957,0,False
S01058,SPU_配饰_0958,0,False
S01059,SPU_直筒裤_0959,0,False
S01060,SPU_束脚裤_0960,0,False
S01061,SPU_锥形裤_0961,0,False
S01062,SPU_羽绒服_0962,0,False
S01063,SPU_棉服_0963,0,False
S01064,SPU_毛呢大_0964,0,False
S01065,SPU_夹克_0965,0,False
S01066,SPU_针织衫_0966,0,False
S01067,SPU_T恤_0967,0,False
S01068,SPU_短裤_0968,0,False
S01069,SPU_短袖_0969,0,False
S01070,SPU_内衣_0970,0,False
S01071,SPU_配饰_0971,0,False
S01072,SPU_直筒裤_0972,0,False
S01073,SPU_束脚裤_0973,0,False
S01074,SPU_锥形裤_0974,0,False
S01075,SPU_羽绒服_0975,0,False
S01076,SPU_棉服_0976,0,False
S01077,SPU_毛呢大_0977,0,False
S01078,SPU_夹克_0978,0,False
S01079,SPU_针织衫_0979,0,False
S01080,SPU_T恤_0980,0,False
S01081,SPU_短裤_0981,1,True
S01082,SPU_短袖_0982,2,True
S01083,SPU_内衣_0983,0,False
S01084,SPU_配饰_0984,0,False
S01085,SPU_直筒裤_0985,0,False
S01086,SPU_束脚裤_0986,0,False
S01087,SPU_锥形裤_0987,0,False
S01088,SPU_羽绒服_0988,0,False
S01089,SPU_棉服_0989,0,False
S01090,SPU_毛呢大_0990,0,False
S01091,SPU_夹克_0991,0,False
S01092,SPU_针织衫_0992,0,False
S01093,SPU_T恤_0993,0,False
S01094,SPU_短裤_0994,0,False
S01095,SPU_短袖_0995,0,False
S01096,SPU_内衣_0996,0,False
S01097,SPU_配饰_0997,0,False
S01098,SPU_直筒裤_0998,0,False
S01099,SPU_束脚裤_0999,0,False
